src_id,dst_id,weight,interaction_count
10,249,0.97,47
10,250,0.98,48
10,247,0.99,49
10,244,1.0,50
10,248,0.01,1
10,245,0.02,2
10,260,0.03,3
10,277,0.04,4
10,264,0.05,5
10,258,0.06,6
10,294,0.07,7
10,295,0.08,8
10,265,0.09,9
10,275,0.1,10
10,267,0.11,11
10,262,0.12,12
10,62,0.13,13
10,293,0.14,14
10,266,0.15,15
10,291,0.16,16
10,271,0.17,17
10,272,0.18,18
10,284,0.19,19
10,259,0.2,20
10,254,0.21,21
10,273,0.22,22
10,257,0.23,23
10,279,0.24,24
10,263,0.25,25
10,274,0.26,26
10,255,0.27,27
10,270,0.28,28
10,280,0.29,29
10,278,0.3,30
10,134,0.31,31
10,276,0.32,32
10,208,0.33,33
10,296,0.34,34
10,297,0.35,35
10,298,0.36,36
10,299,0.37,37
10,300,0.38,38
10,301,0.39,39
10,302,0.4,40
10,303,0.41,41
10,304,0.42,42
10,305,0.43,43
10,236,0.44,44
11,1,0.45,45
11,310,0.46,46
11,309,0.47,47
11,308,0.48,48
11,313,0.49,49
11,316,0.5,50
11,333,0.51,1
11,331,0.52,2
11,319,0.53,3
11,322,0.54,4
11,320,0.55,5
11,307,0.56,6
11,221,0.57,7
11,332,0.58,8
11,306,0.59,9
11,315,0.6,10
11,314,0.61,11
11,324,0.62,12
11,323,0.63,13
11,336,0.64,14
11,334,0.65,15
11,335,0.66,16
11,321,0.67,17
11,327,0.68,18
11,213,0.69,19
11,330,0.7,20
11,326,0.71,21
11,325,0.72,22
11,318,0.73,23
11,328,0.74,24
11,317,0.75,25
11,338,0.76,26
11,337,0.77,27
11,311,0.78,28
11,339,0.79,29
11,312,0.8,30
11,340,0.81,31
11,341,0.82,32
11,342,0.83,33
11,343,0.84,34
11,344,0.85,35
11,345,0.86,36
11,346,0.87,37
11,347,0.88,38
11,348,0.89,39
12,1,0.9,40
12,349,0.91,41
12,350,0.92,42
12,351,0.93,43
12,352,0.94,44
12,353,0.95,45
12,354,0.96,46
12,355,0.97,47
12,356,0.98,48
12,357,0.99,49
12,358,1.0,50
12,359,0.01,1
12,360,0.02,2
12,361,0.03,3
12,362,0.04,4
12,363,0.05,5
12,364,0.06,6
12,365,0.07,7
12,366,0.08,8
12,367,0.09,9
12,368,0.1,10
12,369,0.11,11
12,370,0.12,12
12,371,0.13,13
12,372,0.14,14
12,373,0.15,15
12,374,0.16,16
12,375,0.17,17
12,376,0.18,18
12,377,0.19,19
12,378,0.2,20
12,379,0.21,21
12,380,0.22,22
12,381,0.23,23
12,382,0.24,24
12,383,0.25,25
12,384,0.26,26
12,385,0.27,27
12,386,0.28,28
12,387,0.29,29
12,388,0.3,30
12,389,0.31,31
13,1,0.32,32
13,7,0.33,33
13,392,0.34,34
13,407,0.35,35
13,408,0.36,36
13,396,0.37,37
13,397,0.38,38
13,398,0.39,39
13,411,0.4,40
13,399,0.41,41
13,412,0.42,42
13,402,0.43,43
13,403,0.44,44
13,404,0.45,45
13,413,0.46,46
13,405,0.47,47
13,9090,0.48,48
13,10150,0.49,49
13,159316,0.5,50
14,1,0.51,1
14,350,0.52,2
14,371,0.53,3
14,373,0.54,4
14,5056,0.55,5
14,7714,0.56,6
14,9814,0.57,7
14,18125,0.58,8
14,18132,0.59,9
14,99843,0.6,10
14,122795,0.61,11
14,138783,0.62,12
14,184377,0.63,13
14,219725,0.64,14
14,237918,0.65,15
14,516321,0.66,16
14,646203,0.67,17
14,1482970,0.68,18
15,1,0.69,19
15,11148,0.7,20
15,223368,0.71,21
15,260178,0.72,22
16,2,0.73,23
16,423,0.74,24
16,424,0.75,25
16,425,0.76,26
16,426,0.77,27
16,427,0.78,28
16,428,0.79,29
17,10,0.8,30
17,435,0.81,31
17,436,0.82,32
17,437,0.83,33
17,438,0.84,34
17,439,0.85,35
17,261,0.86,36
17,440,0.87,37
17,441,0.88,38
17,442,0.89,39
17,443,0.9,40
17,444,0.91,41
17,445,0.92,42
17,446,0.93,43
17,447,0.94,44
18,451,0.95,45
18,46,0.96,46
18,40,0.97,47
18,461,0.98,48
18,91,0.99,49
18,2,1.0,50
18,22,0.01,1
18,43,0.02,2
18,416,0.03,3
18,462,0.04,4
18,450,0.05,5
18,455,0.06,6
18,106,0.07,7
18,459,0.08,8
18,460,0.09,9
18,465,0.1,10
18,92,0.11,11
18,463,0.12,12
18,29,0.13,13
18,464,0.14,14
18,448,0.15,15
18,453,0.16,16
18,452,0.17,17
18,163,0.18,18
18,456,0.19,19
18,57,0.2,20
18,56,0.21,21
18,54,0.22,22
18,466,0.23,23
18,124,0.24,24
18,155,0.25,25
18,139,0.26,26
18,153,0.27,27
18,159,0.28,28
18,162,0.29,29
18,467,0.3,30
18,468,0.31,31
18,469,0.32,32
19,542,0.33,33
19,576,0.34,34
19,57,0.35,35
19,634,0.36,36
19,503,0.37,37
19,499,0.38,38
19,629,0.39,39
19,610,0.4,40
19,630,0.41,41
19,616,0.42,42
19,568,0.43,43
19,553,0.44,44
19,571,0.45,45
19,622,0.46,46
19,618,0.47,47
19,577,0.48,48
19,578,0.49,49
19,549,0.5,50
19,60,0.51,1
19,575,0.52,2
19,520,0.53,3
19,591,0.54,4
19,570,0.55,5
19,515,0.56,6
19,556,0.57,7
19,579,0.58,8
19,550,0.59,9
19,163,0.6,10
19,547,0.61,11
19,584,0.62,12
19,509,0.63,13
19,495,0.64,14
19,545,0.65,15
19,489,0.66,16
19,609,0.67,17
19,564,0.68,18
19,516,0.69,19
19,513,0.7,20
19,524,0.71,21
19,539,0.72,22
19,605,0.73,23
19,631,0.74,24
19,506,0.75,25
19,632,0.76,26
19,626,0.77,27
19,492,0.78,28
19,511,0.79,29
19,615,0.8,30
19,544,0.81,31
19,546,0.82,32
19,624,0.83,33
19,574,0.84,34
19,534,0.85,35
19,517,0.86,36
19,522,0.87,37
19,561,0.88,38
19,2,0.89,39
19,501,0.9,40
19,613,0.91,41
19,602,0.92,42
19,604,0.93,43
19,543,0.94,44
19,612,0.95,45
19,530,0.96,46
19,519,0.97,47
19,608,0.98,48
19,551,0.99,49
19,599,1.0,50
19,488,0.01,1
19,487,0.02,2
19,623,0.03,3
19,560,0.04,4
19,589,0.05,5
19,497,0.06,6
19,633,0.07,7
19,583,0.08,8
19,596,0.09,9
19,587,0.1,10
19,586,0.11,11
19,555,0.12,12
19,529,0.13,13
19,475,0.14,14
19,606,0.15,15
19,533,0.16,16
19,620,0.17,17
19,603,0.18,18
19,493,0.19,19
19,531,0.2,20
19,535,0.21,21
19,557,0.22,22
19,627,0.23,23
19,628,0.24,24
19,635,0.25,25
19,536,0.26,26
19,540,0.27,27
19,572,0.28,28
19,508,0.29,29
19,581,0.3,30
19,580,0.31,31
19,525,0.32,32
19,562,0.33,33
19,507,0.34,34
19,538,0.35,35
19,532,0.36,36
19,510,0.37,37
19,619,0.38,38
19,600,0.39,39
19,598,0.4,40
19,521,0.41,41
19,607,0.42,42
19,567,0.43,43
19,617,0.44,44
19,614,0.45,45
19,526,0.46,46
19,585,0.47,47
19,590,0.48,48
19,592,0.49,49
19,593,0.5,50
19,594,0.51,1
19,588,0.52,2
19,558,0.53,3
19,552,0.54,4
19,504,0.55,5
19,636,0.56,6
19,637,0.57,7
19,638,0.58,8
19,639,0.59,9
19,640,0.6,10
19,641,0.61,11
19,642,0.62,12
19,643,0.63,13
19,644,0.64,14
19,645,0.65,15
19,646,0.66,16
19,647,0.67,17
19,648,0.68,18
19,649,0.69,19
19,650,0.7,20
19,651,0.71,21
19,652,0.72,22
19,653,0.73,23
19,654,0.74,24
19,655,0.75,25
19,656,0.76,26
19,657,0.77,27
19,658,0.78,28
19,659,0.79,29
19,660,0.8,30
19,661,0.81,31
19,662,0.82,32
19,663,0.83,33
19,664,0.84,34
19,140,0.85,35
19,665,0.86,36
19,666,0.87,37
19,667,0.88,38
19,668,0.89,39
19,669,0.9,40
19,670,0.91,41
19,671,0.92,42
19,672,0.93,43
19,673,0.94,44
19,674,0.95,45
19,675,0.96,46
19,676,0.97,47
19,677,0.98,48
19,678,0.99,49
19,679,1.0,50
19,680,0.01,1
19,681,0.02,2
19,682,0.03,3
19,683,0.04,4
19,684,0.05,5
19,685,0.06,6
19,686,0.07,7
19,687,0.08,8
19,688,0.09,9
19,689,0.1,10
19,690,0.11,11
19,691,0.12,12
19,692,0.13,13
19,693,0.14,14
19,694,0.15,15
20,85,0.16,16
20,116,0.17,17
20,100,0.18,18
20,531,0.19,19
20,1353,0.2,20
20,1641,0.21,21
20,1441,0.22,22
20,1934,0.23,23
20,2560,0.24,24
20,5303,0.25,25
20,6558,0.26,26
20,6643,0.27,27
20,6714,0.28,28
20,27186,0.29,29
20,36416,0.3,30
20,57242,0.31,31
20,98523,0.32,32
21,7,0.33,33
21,40,0.34,34
21,173,0.35,35
21,288,0.36,36
21,99,0.37,37
21,208,0.38,38
21,283,0.39,39
21,60,0.4,40
21,1886,0.41,41
21,2930,0.42,42
21,2933,0.43,43
21,3188,0.44,44
21,190,0.45,45
21,195,0.46,46
21,5014,0.47,47
21,5843,0.48,48
21,6100,0.49,49
21,6481,0.5,50
21,7987,0.51,1
21,8093,0.52,2
21,8235,0.53,3
21,8645,0.54,4
21,10633,0.55,5
21,19931,0.56,6
21,19917,0.57,7
21,24996,0.58,8
21,26397,0.59,9
21,27010,0.6,10
21,38655,0.61,11
21,39322,0.62,12
21,39445,0.63,13
21,71780,0.64,14
21,182404,0.65,15
21,662125,0.66,16
22,18,0.67,17
22,29,0.68,18
22,62,0.69,19
22,47,0.7,20
22,64,0.71,21
22,65,0.72,22
22,94,0.73,23
22,56,0.74,24
22,172,0.75,25
22,155,0.76,26
22,132,0.77,27
22,142,0.78,28
22,156,0.79,29
22,89,0.8,30
22,73,0.81,31
22,101,0.82,32
22,148,0.83,33
22,162,0.84,34
22,106,0.85,35
22,163,0.86,36
22,461,0.87,37
22,613,0.88,38
22,466,0.89,39
22,1292,0.9,40
22,1298,0.91,41
22,1171,0.92,42
22,1504,0.93,43
22,1669,0.94,44
22,1930,0.95,45
22,2154,0.96,46
22,2407,0.97,47
22,2973,0.98,48
22,2971,0.99,49
22,3011,1.0,50
22,2915,0.01,1
22,4698,0.02,2
22,4684,0.03,3
22,6647,0.04,4
22,6646,0.05,5
22,8473,0.06,6
22,28270,0.07,7
23,41,0.08,8
23,458,0.09,9
23,1143,0.1,10
23,1148,0.11,11
23,1322,0.12,12
23,1323,0.13,13
23,1324,0.14,14
23,1325,0.15,15
23,1152,0.16,16
23,1326,0.17,17
23,1327,0.18,18
23,1328,0.19,19
23,1331,0.2,20
23,1333,0.21,21
23,1335,0.22,22
23,3234,0.23,23
23,3942,0.24,24
23,4415,0.25,25
23,5302,0.26,26
23,12909,0.27,27
23,13192,0.28,28
23,13066,0.29,29
23,13725,0.3,30
23,14871,0.31,31
23,15125,0.32,32
23,15194,0.33,33
23,15988,0.34,34
23,19906,0.35,35
23,23861,0.36,36
23,25930,0.37,37
23,27622,0.38,38
23,27693,0.39,39
23,27599,0.4,40
23,27937,0.41,41
23,33391,0.42,42
23,34237,0.43,43
23,34871,0.44,44
23,35064,0.45,45
23,193281,0.46,46
23,273038,0.47,47
23,373612,0.48,48
23,373762,0.49,49
23,411377,0.5,50
24,47,0.51,1
24,432,0.52,2
24,561,0.53,3
24,2,0.54,4
24,431,0.55,5
24,430,0.56,6
24,695,0.57,7
24,696,0.58,8
24,697,0.59,9
24,698,0.6,10
24,469,0.61,11
24,699,0.62,12
24,700,0.63,13
24,63,0.64,14
24,701,0.65,15
24,93,0.66,16
24,702,0.67,17
24,703,0.68,18
24,704,0.69,19
24,68,0.7,20
24,705,0.71,21
24,706,0.72,22
24,46,0.73,23
24,707,0.74,24
24,708,0.75,25
24,709,0.76,26
24,30,0.77,27
24,710,0.78,28
24,58,0.79,29
24,711,0.8,30
24,712,0.81,31
24,713,0.82,32
24,714,0.83,33
24,715,0.84,34
24,716,0.85,35
24,74,0.86,36
24,78,0.87,37
24,62,0.88,38
24,717,0.89,39
24,718,0.9,40
24,719,0.91,41
24,720,0.92,42
24,109,0.93,43
24,721,0.94,44
24,722,0.95,45
24,723,0.96,46
24,724,0.97,47
24,160,0.98,48
24,32,0.99,49
24,117,1.0,50
24,725,0.01,1
24,75,0.02,2
24,726,0.03,3
24,727,0.04,4
24,728,0.05,5
24,729,0.06,6
24,730,0.07,7
24,731,0.08,8
24,732,0.09,9
24,733,0.1,10
24,734,0.11,11
24,735,0.12,12
24,736,0.13,13
24,56,0.14,14
24,737,0.15,15
24,132,0.16,16
24,738,0.17,17
24,739,0.18,18
24,740,0.19,19
24,741,0.2,20
24,742,0.21,21
24,743,0.22,22
24,744,0.23,23
24,144,0.24,24
24,745,0.25,25
24,148,0.26,26
24,80,0.27,27
24,746,0.28,28
24,747,0.29,29
24,87,0.3,30
24,151,0.31,31
24,748,0.32,32
24,154,0.33,33
24,749,0.34,34
25,809,0.35,35
25,802,0.36,36
25,106,0.37,37
25,91,0.38,38
25,820,0.39,39
25,818,0.4,40
25,796,0.41,41
25,771,0.42,42
25,798,0.43,43
25,807,0.44,44
25,799,0.45,45
25,789,0.46,46
25,793,0.47,47
25,433,0.48,48
25,787,0.49,49
25,792,0.5,50
25,2,0.51,1
25,450,0.52,2
25,790,0.53,3
25,756,0.54,4
25,770,0.55,5
25,805,0.56,6
25,816,0.57,7
25,59,0.58,8
25,780,0.59,9
25,37,0.6,10
25,801,0.61,11
25,784,0.62,12
25,778,0.63,13
25,460,0.64,14
25,40,0.65,15
25,761,0.66,16
25,605,0.67,17
25,804,0.68,18
25,768,0.69,19
25,810,0.7,20
25,785,0.71,21
25,763,0.72,22
25,241,0.73,23
25,753,0.74,24
25,779,0.75,25
25,774,0.76,26
25,786,0.77,27
25,781,0.78,28
25,490,0.79,29
25,53,0.8,30
25,783,0.81,31
25,806,0.82,32
25,716,0.83,33
25,773,0.84,34
25,764,0.85,35
25,791,0.86,36
25,814,0.87,37
25,769,0.88,38
25,772,0.89,39
25,750,0.9,40
25,811,0.91,41
25,812,0.92,42
25,766,0.93,43
25,124,0.94,44
25,468,0.95,45
25,762,0.96,46
25,808,0.97,47
25,800,0.98,48
25,765,0.99,49
25,813,1.0,50
25,788,0.01,1
25,819,0.02,2
25,817,0.03,3
25,803,0.04,4
25,794,0.05,5
25,821,0.06,6
25,822,0.07,7
25,98,0.08,8
25,823,0.09,9
25,824,0.1,10
25,61,0.11,11
25,108,0.12,12
25,825,0.13,13
25,826,0.14,14
25,827,0.15,15
25,828,0.16,16
25,829,0.17,17
25,830,0.18,18
25,831,0.19,19
25,832,0.2,20
25,833,0.21,21
25,834,0.22,22
25,835,0.23,23
25,836,0.24,24
25,837,0.25,25
25,838,0.26,26
25,839,0.27,27
25,840,0.28,28
25,841,0.29,29
25,453,0.3,30
25,842,0.31,31
25,843,0.32,32
25,844,0.33,33
25,845,0.34,34
25,846,0.35,35
25,847,0.36,36
25,848,0.37,37
25,849,0.38,38
25,850,0.39,39
25,851,0.4,40
25,852,0.41,41
25,853,0.42,42
25,854,0.43,43
25,159,0.44,44
25,855,0.45,45
25,153,0.46,46
25,856,0.47,47
25,51,0.48,48
25,616,0.49,49
25,857,0.5,50
25,858,0.51,1
25,859,0.52,2
25,860,0.53,3
26,515,0.54,4
26,639,0.55,5
26,1555,0.56,6
26,3831,0.57,7
26,4895,0.58,8
26,5410,0.59,9
26,5852,0.6,10
26,7631,0.61,11
26,8471,0.62,12
26,9340,0.63,13
26,10181,0.64,14
26,10634,0.65,15
26,11151,0.66,16
26,14269,0.67,17
26,16331,0.68,18
26,16479,0.69,19
26,17091,0.7,20
26,17170,0.71,21
26,17161,0.72,22
26,17172,0.73,23
26,17174,0.74,24
26,21231,0.75,25
26,39174,0.76,26
26,39271,0.77,27
26,51164,0.78,28
26,58060,0.79,29
26,68880,0.8,30
26,82330,0.81,31
26,107188,0.82,32
26,178886,0.83,33
26,184506,0.84,34
26,299269,0.85,35
26,351595,0.86,36
27,58,0.87,37
27,158,0.88,38
27,434,0.89,39
27,580,0.9,40
27,619,0.91,41
27,872,0.92,42
27,887,0.93,43
27,888,0.94,44
27,873,0.95,45
27,933,0.96,46
27,904,0.97,47
27,890,0.98,48
27,746,0.99,49
27,921,1.0,50
27,905,0.01,1
27,875,0.02,2
27,935,0.03,3
27,936,0.04,4
27,891,0.05,5
27,922,0.06,6
27,892,0.07,7
27,947,0.08,8
27,938,0.09,9
27,925,0.1,10
27,927,0.11,11
27,895,0.12,12
27,952,0.13,13
27,953,0.14,14
27,864,0.15,15
27,931,0.16,16
27,916,0.17,17
27,884,0.18,18
27,885,0.19,19
27,942,0.2,20
27,897,0.21,21
27,866,0.22,22
27,898,0.23,23
27,900,0.24,24
27,957,0.25,25
27,901,0.26,26
27,958,0.27,27
27,1273,0.28,28
27,1627,0.29,29
27,1821,0.3,30
27,1864,0.31,31
27,2600,0.32,32
27,2236,0.33,33
27,3006,0.34,34
27,3552,0.35,35
27,3808,0.36,36
27,3675,0.37,37
27,4209,0.38,38
27,7269,0.39,39
27,7290,0.4,40
27,7661,0.41,41
27,9732,0.42,42
27,10506,0.43,43
27,11412,0.44,44
27,11848,0.45,45
27,13269,0.46,46
27,14831,0.47,47
27,17896,0.48,48
27,17910,0.49,49
27,18583,0.5,50
27,18963,0.51,1
27,20453,0.52,2
27,20221,0.53,3
27,20647,0.54,4
27,21395,0.55,5
27,22471,0.56,6
27,24659,0.57,7
27,25019,0.58,8
27,25421,0.59,9
27,25867,0.6,10
27,25604,0.61,11
27,27282,0.62,12
27,30044,0.63,13
27,36437,0.64,14
27,39761,0.65,15
27,45044,0.66,16
27,47711,0.67,17
27,48038,0.68,18
27,48787,0.69,19
27,65012,0.7,20
27,80051,0.71,21
27,89793,0.72,22
27,111249,0.73,23
27,187194,0.74,24
27,272905,0.75,25
27,418496,0.76,26
28,114,0.77,27
28,978,0.78,28
28,964,0.79,29
28,1007,0.8,30
28,1008,0.81,31
28,966,0.82,32
28,1009,0.83,33
28,982,0.84,34
28,967,0.85,35
28,985,0.86,36
28,988,0.87,37
28,1001,0.88,38
28,1012,0.89,39
28,969,0.9,40
28,1003,0.91,41
28,971,0.92,42
28,1013,0.93,43
28,973,0.94,44
28,960,0.95,45
28,974,0.96,46
28,1006,0.97,47
28,1015,0.98,48
28,976,0.99,49
28,1016,1.0,50
28,1020,0.01,1
28,3771,0.02,2
28,17194,0.03,3
28,50400,0.04,4
29,18,0.05,5
29,40,0.06,6
29,153,0.07,7
29,56,0.08,8
29,155,0.09,9
29,57,0.1,10
29,142,0.11,11
29,91,0.12,12
29,75,0.13,13
29,159,0.14,14
29,106,0.15,15
29,162,0.16,16
29,163,0.17,17
29,457,0.18,18
29,461,0.19,19
29,619,0.2,20
29,571,0.21,21
29,1052,0.22,22
29,1041,0.23,23
29,1061,0.24,24
29,1047,0.25,25
29,1048,0.26,26
29,1050,0.27,27
29,1051,0.28,28
29,1027,0.29,29
29,1036,0.3,30
29,3761,0.31,31
30,62,0.32,32
30,47,0.33,33
30,63,0.34,34
30,68,0.35,35
30,132,0.36,36
30,58,0.37,37
30,116,0.38,38
30,75,0.39,39
30,163,0.4,40
30,655,0.41,41
30,731,0.42,42
30,1069,0.43,43
30,1071,0.44,44
30,1084,0.45,45
30,1087,0.46,46
30,1072,0.47,47
30,1088,0.48,48
30,1074,0.49,49
30,1077,0.5,50
30,1078,0.51,1
30,1079,0.52,2
30,1093,0.53,3
30,1095,0.54,4
30,4625,0.55,5
30,17677,0.56,6
31,1128,0.57,7
31,1108,0.58,8
31,2,0.59,9
31,430,0.6,10
31,33,0.61,11
31,699,0.62,12
31,51,0.63,13
31,1126,0.64,14
31,1110,0.65,15
31,163,0.66,16
31,53,0.67,17
31,1033,0.68,18
31,91,0.69,19
31,450,0.7,20
31,1104,0.71,21
31,1106,0.72,22
31,1102,0.73,23
31,1101,0.74,24
31,1120,0.75,25
31,1125,0.76,26
31,416,0.77,27
31,1118,0.78,28
31,1116,0.79,29
31,1100,0.8,30
31,131,0.81,31
31,1111,0.82,32
31,1124,0.83,33
31,1122,0.84,34
31,130,0.85,35
31,1113,0.86,36
31,71,0.87,37
31,80,0.88,38
31,1117,0.89,39
31,1121,0.9,40
31,1119,0.91,41
31,665,0.92,42
31,1112,0.93,43
31,1114,0.94,44
31,619,0.95,45
31,133,0.96,46
31,1098,0.97,47
31,1127,0.98,48
31,83,0.99,49
31,124,1.0,50
31,1129,0.01,1
31,1130,0.02,2
31,1131,0.03,3
31,1132,0.04,4
31,738,0.05,5
31,125,0.06,6
31,487,0.07,7
31,1133,0.08,8
31,112,0.09,9
32,1161,0.1,10
32,1170,0.11,11
32,1177,0.12,12
32,37,0.13,13
32,1025,0.14,14
32,1175,0.15,15
32,1182,0.16,16
32,1178,0.17,17
32,1183,0.18,18
32,2,0.19,19
32,554,0.2,20
32,1147,0.21,21
32,1172,0.22,22
32,1141,0.23,23
32,36,0.24,24
32,1167,0.25,25
32,1171,0.26,26
32,1169,0.27,27
32,1151,0.28,28
32,68,0.29,29
32,1034,0.3,30
32,1148,0.31,31
32,1131,0.32,32
32,1139,0.33,33
32,1144,0.34,34
32,1146,0.35,35
32,1158,0.36,36
32,1184,0.37,37
32,1187,0.38,38
32,1159,0.39,39
32,1179,0.4,40
32,1176,0.41,41
32,1160,0.42,42
32,93,0.43,43
32,1145,0.44,44
32,1173,0.45,45
32,1185,0.46,46
32,1166,0.47,47
32,1164,0.48,48
32,135,0.49,49
32,1180,0.5,50
32,559,0.51,1
32,1181,0.52,2
32,1165,0.53,3
32,1154,0.54,4
32,1157,0.55,5
32,1168,0.56,6
32,137,0.57,7
32,1163,0.58,8
32,1186,0.59,9
32,124,0.6,10
32,1140,0.61,11
